PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
644,1,3,-0.2518374998059894,0,0,1.5873126702865439,-0.5563385795422586,1,0,1,0,1,0,0
366,0,3,0.059337378041162764,0,0,-0.8150960266110261,-0.5563385795422586,1,0,1,0,1,0,0
495,0,3,-0.6408060971149296,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
309,0,2,0.059337378041162764,1,0,0.0020365140936491224,0.07341192703021858,1,0,0,0,1,0,0
652,1,2,-0.8741872555002937,0,1,-0.04674751818722701,0.07341192703021858,0,0,1,1,0,0,0
303,0,3,-0.7963935360385057,0,0,-1.168780260647378,-0.5563385795422586,1,0,1,0,1,0,0
717,1,1,0.6816871337354671,0,0,2.0341987979955096,-0.5563385795422586,0,0,0,1,0,0,0
820,0,3,-1.4965370111945981,3,2,0.19229423998906597,2.592413953320128,1,0,1,0,0,0,0
733,0,2,0.059337378041162764,0,0,-1.168780260647378,-0.5563385795422586,1,0,1,0,1,0,0
252,0,3,-0.01845634142062528,1,1,-0.6583773229087115,0.7031624336026958,0,0,1,0,0,1,0
155,0,3,-0.2518374998059894,0,0,-0.8120470245934713,-0.5563385795422586,1,0,1,0,1,0,0
404,0,3,-0.09625006088241332,1,0,-0.3955533489954914,0.07341192703021858,1,0,1,0,1,0,0
611,0,3,0.7594808531972551,1,5,0.3569403489370229,3.222164459892605,0,0,1,0,0,1,0
206,0,3,-2.1188867668889024,0,1,-0.6583773229087115,0.07341192703021858,0,0,1,1,0,0,0
220,0,2,0.059337378041162764,0,0,-0.6565479216981787,-0.5563385795422586,1,0,1,0,1,0,0
694,0,3,-0.32963121926777744,0,0,-0.816315627418048,-0.5563385795422586,1,0,0,0,1,0,0
687,0,3,-1.1853621333474458,4,1,0.7673360204998935,2.592413953320128,1,0,1,0,1,0,0
384,1,1,0.44830597535010297,1,0,1.3679894179581809,0.07341192703021858,0,0,1,0,0,1,0
551,1,1,-0.9519809749620818,0,2,2.0341987979955096,0.7031624336026958,1,0,0,0,1,0,0
469,0,3,-0.2518374998059894,0,0,-0.7919236112776099,-0.5563385795422586,1,1,0,0,1,0,0
655,0,3,-0.8741872555002937,0,0,-0.8394880427514643,-0.5563385795422586,0,1,0,1,0,0,0
650,1,3,-0.4852186581913535,0,0,-0.8004608169267633,-0.5563385795422586,0,0,1,1,0,0,0
483,0,3,1.6152117672769235,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
743,1,1,-0.6408060971149296,2,2,2.0341987979955096,1.9626634467476503,0,0,0,1,0,0,0
196,1,1,2.237561522971228,0,0,2.0341987979955096,-0.5563385795422586,0,0,0,1,0,0,0
44,1,2,-2.0410930474271143,1,2,0.8596207743656269,1.3329129401751731,0,0,0,1,0,0,0
447,1,2,-1.263155852809234,0,1,-0.2174916311702935,0.07341192703021858,0,0,1,1,0,0,0
627,0,2,2.15976780350944,0,0,-0.5662974619785579,-0.5563385795422586,1,1,0,0,0,0,1
792,0,2,-1.0297746944238697,0,0,0.0996045786554014,-0.5563385795422586,1,0,1,0,1,0,0
33,1,3,-0.6019092373840356,0,0,-0.790704010470588,-0.5563385795422586,0,1,0,1,0,0,0
685,0,2,2.393148961894804,1,1,0.7337969983067911,0.7031624336026958,1,0,1,0,1,0,0
374,0,1,-0.5630123776531416,0,0,2.0341987979955096,-0.5563385795422586,1,0,0,0,1,0,0
419,0,2,0.059337378041162764,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
845,0,3,-0.9519809749620818,0,0,-0.7461885810142886,-0.5563385795422586,1,0,1,0,1,0,0
795,0,3,-0.32963121926777744,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
822,1,3,-0.17404378034420137,0,0,-0.7461885810142886,-0.5563385795422586,1,0,1,0,1,0,0
180,0,3,0.526099694811891,0,0,-1.168780260647378,-0.5563385795422586,1,0,1,0,1,0,0
416,0,3,-0.6019092373840356,0,0,-0.7760688007863252,-0.5563385795422586,0,0,1,0,0,1,0
368,1,3,-0.6019092373840356,0,0,-0.8161107344824684,-0.5563385795422586,0,0,0,0,0,1,0
714,0,3,-0.01845634142062528,0,0,-0.7061466473181455,-0.5563385795422586,1,0,1,0,1,0,0
538,1,1,0.059337378041162764,0,0,2.0341987979955096,-0.5563385795422586,0,0,0,1,0,0,0
78,0,3,-0.2518374998059894,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
156,0,1,1.6930054867387117,0,1,1.8255446135269742,0.07341192703021858,1,0,0,0,1,0,0
157,1,3,-1.0297746944238697,0,0,-0.7915187038096787,-0.5563385795422586,0,1,0,1,0,0,0
369,1,3,-0.6019092373840356,0,0,-0.790704010470588,-0.5563385795422586,0,1,0,1,0,0,0
382,1,3,-2.1966804863506906,0,2,-0.4008366596915103,0.7031624336026958,0,0,0,1,0,0,0
396,0,3,-0.5630123776531416,0,0,-0.788469701792124,-0.5563385795422586,1,0,1,0,1,0,0
129,1,3,-0.6019092373840356,1,1,-0.07805223170186523,0.7031624336026958,0,0,0,1,0,0,0
279,0,3,-1.7299181695799621,4,1,0.2520546795331393,2.592413953320128,1,1,0,0,0,0,0
299,1,1,0.8372745726590431,0,0,0.319132723919344,-0.5563385795422586,1,0,1,0,1,0,0
215,0,3,-0.2518374998059894,1,0,-0.790704010470588,0.07341192703021858,1,1,0,0,1,0,0
810,1,1,0.2927185364265269,1,0,1.4216518534671447,0.07341192703021858,0,0,1,0,0,1,0
51,0,3,-1.7299181695799621,4,1,0.7673360204998935,2.592413953320128,1,0,1,0,0,0,0
891,0,3,0.21492481696473884,0,0,-0.790704010470588,-0.5563385795422586,1,1,0,0,1,0,0
724,0,2,1.6152117672769235,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
233,0,2,2.315355242433016,0,0,-0.5101958248555503,-0.5563385795422586,1,0,1,0,1,0,0
35,0,1,-0.09625006088241332,1,0,2.0341987979955096,0.07341192703021858,1,0,0,0,1,0,0
46,0,3,-0.2518374998059894,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
695,0,1,2.393148961894804,0,0,0.1264357964098833,-0.5563385795422586,1,0,1,0,0,0,1
115,0,3,-0.9519809749620818,0,0,-0.46344608672078674,-0.5563385795422586,0,0,0,1,0,0,0
123,0,2,0.2538216766956329,1,0,0.2981946172643919,0.07341192703021858,1,0,0,0,1,0,0
628,1,1,-0.6408060971149296,0,0,2.0341987979955096,-0.5563385795422586,0,0,1,1,0,0,0
262,1,3,-2.0410930474271143,4,2,0.36242855256862155,3.222164459892605,1,0,1,0,0,0,0
239,0,2,-0.7963935360385057,0,0,-0.6565479216981787,-0.5563385795422586,1,0,1,0,1,0,0
438,1,2,-0.4074249387295655,2,3,-0.25407965538095056,2.592413953320128,0,0,1,0,0,1,0
586,1,1,-0.8741872555002937,0,2,2.0341987979955096,0.7031624336026958,0,0,1,1,0,0,0
797,1,1,1.5374180478151356,0,0,0.09615066916991544,-0.5563385795422586,0,0,1,0,0,0,1
255,0,3,0.9150682921208312,0,2,-0.1827330081701693,0.7031624336026958,0,0,1,0,0,1,0
287,1,3,0.059337378041162764,0,0,-0.7053319539790548,-0.5563385795422586,1,0,1,0,1,0,0
95,0,3,2.315355242433016,0,0,-0.8150960266110261,-0.5563385795422586,1,0,1,0,1,0,0
692,1,3,-1.9632993279653264,0,1,-0.5142595347445472,0.07341192703021858,0,0,0,1,0,0,0
141,0,3,-0.6019092373840356,0,2,-0.42502866129959677,0.7031624336026958,0,0,0,0,0,1,0
407,0,3,1.6930054867387117,0,0,-0.790704010470588,-0.5563385795422586,1,0,1,0,1,0,0
441,1,2,1.2262431699679834,1,1,0.11180058672562043,0.7031624336026958,0,0,1,0,0,1,0
425,0,3,-0.8741872555002937,1,1,-0.1827330081701693,0.7031624336026958,1,0,1,0,1,0,0
793,0,3,-0.6019092373840356,8,2,2.0341987979955096,5.741166486182514,0,0,1,1,0,0,0
613,1,3,-0.6019092373840356,1,0,-0.41262776029379805,0.07341192703021858,0,1,0,1,0,0,0
849,0,2,-0.09625006088241332,0,1,0.44109280462153433,0.07341192703021858,1,0,1,0,0,0,1
153,0,3,2.043077224316758,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
119,0,1,-0.4074249387295655,0,1,2.0341987979955096,0.07341192703021858,1,0,0,0,1,0,0
634,0,1,0.8372745726590431,0,0,-1.168780260647378,-0.5563385795422586,1,0,1,0,1,0,0
348,1,3,-0.6019092373840356,1,0,-0.3833573409252723,0.07341192703021858,0,0,1,0,0,1,0
784,0,3,-0.2518374998059894,1,2,-0.024794703660832786,1.3329129401751731,1,0,1,0,1,0,0
160,0,3,-0.2518374998059894,8,2,2.0341987979955096,5.741166486182514,1,0,1,0,0,0,0
134,1,2,-0.01845634142062528,1,0,0.0996045786554014,0.07341192703021858,0,0,1,0,0,1,0
269,1,1,2.237561522971228,0,1,2.0341987979955096,0.07341192703021858,0,0,1,0,0,1,0
3,1,3,-0.2518374998059894,0,0,-0.7821668048214347,-0.5563385795422586,0,0,1,1,0,0,0
524,1,1,1.1484494505061953,0,1,1.6596789037719955,0.07341192703021858,0,0,0,0,0,1,0
599,0,3,-0.2518374998059894,0,0,-0.816315627418048,-0.5563385795422586,1,0,0,0,1,0,0
770,0,3,0.21492481696473884,0,0,-0.7608237906985514,-0.5563385795422586,1,0,1,0,1,0,0
620,0,2,-0.2518374998059894,0,0,-0.6565479216981787,-0.5563385795422586,1,0,1,0,1,0,0
575,0,3,-1.0297746944238697,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
380,0,3,-0.7963935360385057,0,0,-0.7894844096635663,-0.5563385795422586,1,0,1,0,1,0,0
657,0,3,-0.2518374998059894,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
772,0,3,1.4596243283533474,0,0,-0.7856207143069208,-0.5563385795422586,1,0,1,0,1,0,0
261,0,3,-0.2518374998059894,0,0,-0.790704010470588,-0.5563385795422586,1,1,0,0,1,0,0
481,0,3,-1.574330730656386,5,2,1.1191908533257127,3.851914966465082,1,0,1,0,0,0,0
231,1,1,0.44830597535010297,1,0,2.0341987979955096,0.07341192703021858,0,0,1,0,0,1,0
126,1,3,-1.340949572271022,1,0,-0.6203648049554529,0.07341192703021858,1,0,0,0,0,0,0
397,0,3,0.1371310975029508,0,0,-0.7856207143069208,-0.5563385795422586,0,0,1,1,0,0,0
867,1,2,-0.17404378034420137,1,0,-0.4927165060893124,0.07341192703021858,0,0,0,1,0,0,0
780,1,1,1.0706557310444074,0,1,2.0341987979955096,0.07341192703021858,0,0,1,0,0,1,0
768,0,3,0.09823423777205678,0,0,-0.790704010470588,-0.5563385795422586,0,1,0,1,0,0,0
462,0,3,0.37051225588831493,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
467,0,2,0.059337378041162764,0,0,-1.168780260647378,-0.5563385795422586,1,0,1,0,1,0,0
735,0,2,-0.4852186581913535,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
395,1,3,-0.4074249387295655,0,2,-0.3540869215567467,0.7031624336026958,0,0,1,0,0,1,0
706,0,2,0.7594808531972551,0,0,0.0996045786554014,-0.5563385795422586,1,0,1,0,1,0,0
346,1,2,-0.4074249387295655,0,0,-0.5345878409959883,-0.5563385795422586,0,0,1,1,0,0,0
553,0,3,-0.2518374998059894,0,0,-0.7868403151139427,-0.5563385795422586,1,1,0,0,1,0,0
470,1,3,-2.2161289162161375,2,1,-0.22928273177258132,1.3329129401751731,0,0,0,1,0,0,0
723,0,2,0.37051225588831493,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
351,0,3,-0.4852186581913535,0,0,-0.7187475628562958,-0.5563385795422586,1,0,1,0,1,0,0
433,1,2,0.9928620115826192,1,0,0.0996045786554014,0.07341192703021858,0,0,1,0,0,1,0
6,0,3,-0.2518374998059894,0,0,-0.7561502804060435,-0.5563385795422586,1,1,0,0,1,0,0
589,0,3,-0.5630123776531416,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
79,1,2,-2.2099054186591944,0,2,0.2459566754980298,0.7031624336026958,1,0,1,0,0,0,0
236,0,3,-0.6019092373840356,0,0,-0.8004608169267633,-0.5563385795422586,0,0,1,1,0,0,0
696,0,2,1.7707992062004996,0,0,-0.5101958248555503,-0.5563385795422586,1,0,1,0,1,0,0
722,0,3,-0.9519809749620818,1,0,-0.8246479401316216,0.07341192703021858,1,0,1,0,1,0,0
454,1,1,1.5374180478151356,1,0,2.0341987979955096,0.07341192703021858,1,0,0,0,1,0,0
415,1,3,1.1484494505061953,0,0,-0.7821668048214347,-0.5563385795422586,1,0,1,0,1,0,0
752,1,3,-1.8077118890417503,0,1,-0.5601994579434484,0.07341192703021858,1,0,1,0,0,0,0
546,0,1,2.412597391760251,0,0,0.0996045786554014,-0.5563385795422586,1,0,1,0,1,0,0
808,0,3,-0.8741872555002937,0,0,-0.7894844096635663,-0.5563385795422586,0,0,1,1,0,0,0
576,0,3,-0.7963935360385057,0,0,-0.4614117925746742,-0.5563385795422586,1,0,1,0,1,0,0
94,0,3,-0.2518374998059894,1,2,-0.1650487964683517,1.3329129401751731,1,0,1,0,1,0,0
315,0,2,1.0706557310444074,1,1,0.11180058672562043,0.7031624336026958,1,0,1,0,1,0,0
518,0,3,-0.2518374998059894,0,0,0.009354118935780474,-0.5563385795422586,1,1,0,0,1,0,0
817,0,3,-0.4852186581913535,0,0,-0.7821668048214347,-0.5563385795422586,0,0,1,1,0,0,0
267,0,3,-1.0297746944238697,4,1,0.7673360204998935,2.592413953320128,1,0,1,0,1,0,0
541,1,1,0.526099694811891,0,2,2.0341987979955096,0.7031624336026958,0,0,1,1,0,0,0
357,1,1,-0.5630123776531416,0,1,1.5143415148008093,0.07341192703021858,0,0,1,1,0,0,0
878,0,3,-0.7963935360385057,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
359,1,3,-0.6019092373840356,0,0,-0.7844011134998988,-0.5563385795422586,0,1,0,1,0,0,0
874,0,3,1.3818306088915595,0,0,-0.7297239701194929,-0.5563385795422586,1,0,1,0,1,0,0
162,1,2,0.8372745726590431,0,0,-0.400431752223579,-0.5563385795422586,0,0,1,0,0,1,0
114,0,3,-0.7185998165767177,1,0,-0.6894771434877701,0.07341192703021858,0,0,1,1,0,0,0
519,1,2,0.526099694811891,1,0,0.0996045786554014,0.07341192703021858,0,0,1,0,0,1,0
176,0,3,-0.8741872555002937,1,1,-0.7856207143069208,0.7031624336026958,1,0,1,0,1,0,0
758,0,2,-0.8741872555002937,0,0,-0.6077638894173025,-0.5563385795422586,1,0,1,0,1,0,0
75,1,3,0.21492481696473884,0,0,1.5873126702865439,-0.5563385795422586,1,0,1,0,1,0,0
131,0,3,0.2927185364265269,0,0,-0.7835912985640363,-0.5563385795422586,1,0,0,0,1,0,0
605,1,1,0.44830597535010297,0,0,0.1264357964098833,-0.5563385795422586,1,0,0,0,1,0,0
439,0,1,2.412597391760251,1,4,2.0341987979955096,2.592413953320128,1,0,1,0,1,0,0
263,0,1,1.7707992062004996,1,1,2.0341987979955096,0.7031624336026958,1,0,1,0,1,0,0
859,1,3,-0.4074249387295655,0,3,-0.22928273177258132,1.3329129401751731,0,0,0,0,0,1,0
327,0,3,2.412597391760251,0,0,-0.8644898592954132,-0.5563385795422586,1,0,1,0,1,0,0
235,0,2,-0.4074249387295655,0,0,-0.6565479216981787,-0.5563385795422586,1,0,1,0,1,0,0
669,0,3,1.0706557310444074,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
517,1,2,0.37051225588831493,0,0,-0.6565479216981787,-0.5563385795422586,0,0,1,0,0,1,0
484,1,3,2.412597391760251,0,0,-0.7010633511544782,-0.5563385795422586,0,0,1,0,0,1,0
642,1,1,-0.4074249387295655,0,0,2.0341987979955096,-0.5563385795422586,0,0,0,1,0,0,0
2,1,1,0.6816871337354671,1,0,2.0341987979955096,0.07341192703021858,0,0,0,0,0,1,0
492,0,3,-0.6408060971149296,0,0,-0.8150960266110261,-0.5563385795422586,1,0,1,0,1,0,0
857,1,1,1.2262431699679834,1,1,2.0341987979955096,0.7031624336026958,0,0,1,0,0,1,0
87,0,3,-1.0297746944238697,1,3,0.508170849007739,1.9626634467476503,1,0,1,0,1,0,0
665,1,3,-0.7185998165767177,1,0,-0.7821668048214347,0.07341192703021858,1,0,1,0,1,0,0
182,0,2,0.059337378041162764,0,0,-0.43458057482019224,-0.5563385795422586,1,0,0,0,1,0,0
639,0,3,0.9150682921208312,0,5,0.7673360204998935,2.592413953320128,0,0,1,0,0,1,0
214,0,2,0.059337378041162764,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
91,0,3,-0.01845634142062528,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
375,0,3,-2.0410930474271143,3,1,-0.14065678032791362,1.9626634467476503,0,0,1,1,0,0,0
194,1,2,-2.0410930474271143,1,1,0.0996045786554014,0.7031624336026958,1,0,1,0,0,0,0
250,0,2,1.9263866451240756,1,0,0.0996045786554014,0.07341192703021858,1,0,1,0,0,0,1
393,0,3,-0.09625006088241332,2,0,-0.7821668048214347,0.7031624336026958,1,0,1,0,1,0,0
664,0,3,0.526099694811891,0,0,-0.8031049114763869,-0.5563385795422586,1,0,1,0,1,0,0
461,1,1,1.4596243283533474,0,0,0.1264357964098833,-0.5563385795422586,1,0,1,0,1,0,0
798,1,3,0.1371310975029508,0,0,-0.7451738731428464,-0.5563385795422586,0,0,1,0,0,1,0
871,0,3,-0.2518374998059894,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
177,0,3,-0.2518374998059894,3,1,0.07358805424001012,1.9626634467476503,1,0,1,0,0,0,0
804,1,3,-2.2418008436385275,0,1,-0.7533012929208404,0.07341192703021858,1,0,0,0,0,0,0
247,0,3,-0.32963121926777744,0,0,-0.7894844096635663,-0.5563385795422586,0,0,1,1,0,0,0
476,0,1,0.8372745726590431,0,0,1.3679894179581809,-0.5563385795422586,1,0,1,0,1,0,0
472,0,3,0.6816871337354671,0,0,-0.7461885810142886,-0.5563385795422586,1,0,1,0,1,0,0
122,0,3,-0.2518374998059894,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
710,1,3,-0.2518374998059894,1,1,-0.42502866129959677,0.7031624336026958,1,0,0,0,0,0,0
353,0,3,-1.1075684138856579,1,1,-0.8161107344824684,0.7031624336026958,1,0,0,0,1,0,0
21,0,2,0.44830597535010297,0,0,0.0996045786554014,-0.5563385795422586,1,0,1,0,1,0,0
668,0,3,-0.2518374998059894,0,0,-0.7894844096635663,-0.5563385795422586,1,0,1,0,1,0,0
140,0,1,-0.4074249387295655,0,0,2.0341987979955096,-0.5563385795422586,1,0,0,0,1,0,0
584,0,1,0.526099694811891,0,0,0.7886790346227768,-0.5563385795422586,1,0,0,0,1,0,0
555,1,3,-0.5630123776531416,0,0,-0.7894844096635663,-0.5563385795422586,0,0,1,1,0,0,0
661,1,1,1.6152117672769235,2,0,2.0341987979955096,0.7031624336026958,1,0,1,0,0,0,1
614,0,3,-0.2518374998059894,0,0,-0.790704010470588,-0.5563385795422586,1,1,0,0,1,0,0
204,0,3,1.2651400296988773,0,0,-0.816315627418048,-0.5563385795422586,1,0,0,0,1,0,0
720,0,3,0.2927185364265269,0,0,-0.7894844096635663,-0.5563385795422586,1,0,1,0,1,0,0
647,0,3,-0.7963935360385057,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
229,0,2,-0.8741872555002937,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
209,1,3,-1.0297746944238697,0,0,-0.790704010470588,-0.5563385795422586,0,1,0,1,0,0,0
741,1,1,0.8372745726590431,0,0,0.29474070777890593,-0.5563385795422586,1,0,1,0,1,0,0
840,1,1,0.8372745726590431,0,0,0.2801054980946431,-0.5563385795422586,1,0,0,0,1,0,0
646,1,1,1.4596243283533474,1,0,2.0341987979955096,0.07341192703021858,1,0,0,0,1,0,0
522,0,3,-0.5630123776531416,0,0,-0.7835912985640363,-0.5563385795422586,1,0,1,0,1,0,0
783,0,1,-0.01845634142062528,0,0,0.29474070777890593,-0.5563385795422586,1,0,1,0,1,0,0
169,0,1,0.8372745726590431,0,0,0.09594577623433571,-0.5563385795422586,1,0,1,0,1,0,0
333,0,1,0.6816871337354671,0,1,2.0341987979955096,0.07341192703021858,1,0,1,0,1,0,0
697,0,3,1.1484494505061953,0,0,-0.7760688007863252,-0.5563385795422586,1,0,1,0,1,0,0
408,1,2,-2.0410930474271143,1,1,-0.25407965538095056,0.7031624336026958,1,0,1,0,0,0,0
701,1,1,-0.8741872555002937,1,0,2.0341987979955096,0.07341192703021858,0,0,0,0,0,1,0
506,0,1,-0.8741872555002937,1,0,2.0341987979955096,0.07341192703021858,1,0,0,0,1,0,0
769,0,3,-0.2518374998059894,1,0,0.009354118935780474,0.07341192703021858,1,1,0,0,1,0,0
8,0,3,-2.1188867668889024,3,1,-0.14065678032791362,1.9626634467476503,1,0,1,0,0,0,0
738,1,1,0.44830597535010297,0,0,2.0341987979955096,-0.5563385795422586,1,0,0,0,1,0,0
852,0,3,2.412597391760251,0,0,-0.7894844096635663,-0.5563385795422586,1,0,1,0,1,0,0
674,1,2,0.1371310975029508,0,0,-0.5345878409959883,-0.5563385795422586,1,0,1,0,1,0,0
736,0,3,-0.0573532011515193,0,0,-0.3833573409252723,-0.5563385795422586,1,0,1,0,1,0,0
