PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,HasCabin,FamilySize,IsAlone,Sex_male,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
88,0,3,-0.30599503231887076,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
89,1,1,-0.4631634200010274,3,2,2.0316232164746784,1,2.5396987052416584,0,0,0,1,1,0,0,0
90,0,3,-0.38457922615994905,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
91,0,3,0.008341743045442463,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
92,0,3,-0.6989160015242623,0,0,-0.7910362654711258,0,-0.5609748304808925,1,1,0,1,0,1,0,0
93,0,1,1.3442730383437738,1,0,1.8137740623736347,1,0.059159876663617626,0,1,0,1,0,1,0,0
94,0,3,-0.22741083847779245,1,2,-0.16960389351782373,0,1.299429290952638,0,1,0,1,0,1,0,0
95,0,3,2.267637315976444,0,0,-0.8205524467753036,0,-0.5609748304808925,1,1,0,1,0,1,0,0
96,0,3,-0.30599503231887076,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
97,0,1,2.267637315976444,0,0,0.5181885921123986,1,-0.5609748304808925,1,1,0,0,0,1,0,0
98,1,1,-0.4631634200010274,0,1,1.9204319217602805,1,0.059159876663617626,0,1,0,0,0,1,0,0
99,1,2,0.401262712250834,0,1,-0.051138584576030925,0,0.059159876663617626,0,0,0,1,0,0,1,0
100,0,2,0.401262712250834,1,0,0.0954164367952591,0,0.059159876663617626,0,1,0,1,0,1,0,0
101,0,3,-0.07024245079563585,0,0,-0.7890040358414437,0,-0.5609748304808925,1,0,0,1,1,0,0,0
102,0,3,-0.30599503231887076,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,1,0,1,0,0
103,0,1,-0.620331807683184,0,1,2.0316232164746784,1,0.059159876663617626,0,1,0,1,0,1,0,0
104,0,3,0.3226785184097557,0,0,-0.7519549264387818,0,-0.5609748304808925,1,1,0,1,0,1,0,0
105,0,3,0.637015293774069,2,0,-0.7875775669667633,0,0.6792945838081278,0,1,0,1,0,1,0,0
106,0,3,-0.07024245079563585,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,1,0,1,0,0
107,1,3,-0.620331807683184,0,0,-0.8010117772591314,0,-0.5609748304808925,1,0,0,1,1,0,0,0
108,1,3,-0.30599503231887076,0,0,-0.7949053180353277,0,-0.5609748304808925,1,1,0,1,0,1,0,0
109,0,3,0.7155994876151472,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,1,0,1,0,0
110,1,3,-0.5810397107626448,1,0,0.005040840282963516,0,0.059159876663617626,0,0,1,0,1,0,0,0
111,0,1,1.422857232184852,0,0,1.3655599553464393,1,-0.5609748304808925,1,1,0,1,0,1,0,0
112,0,3,-1.131129067650193,1,0,-0.46861521845428766,0,0.059159876663617626,0,0,0,0,1,0,0,0
113,0,3,-0.5417476138421057,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
114,0,3,-0.6989160015242623,1,0,-0.6947593867649463,0,0.059159876663617626,0,0,0,1,1,0,0,0
115,0,3,-0.9346685830474972,0,0,-0.46841492659174694,0,-0.5609748304808925,1,0,0,0,1,0,0,0
116,0,3,-0.620331807683184,0,0,-0.7875775669667633,0,-0.5609748304808925,1,1,0,1,0,1,0,0
117,0,3,2.267637315976444,0,0,-0.7961266098800885,0,-0.5609748304808925,1,1,1,0,0,1,0,0
118,0,2,0.008341743045442463,1,0,-0.14884193215689093,0,0.059159876663617626,0,1,0,1,0,1,0,0
119,0,1,-0.38457922615994905,0,1,2.0316232164746784,1,0.059159876663617626,0,1,0,0,0,1,0,0
120,0,3,-2.1134314906636718,4,2,0.35310901603977735,0,3.1598334123861687,0,0,0,1,1,0,0,0
121,0,2,-0.620331807683184,2,0,2.0316232164746784,0,0.6792945838081278,0,1,0,1,0,1,0,0
122,0,3,-0.30599503231887076,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
123,0,2,0.28338642148921656,1,0,0.2942818304613415,0,0.059159876663617626,0,1,0,0,0,1,0,0
124,1,2,0.28338642148921656,0,0,-0.539655322480331,1,-0.5609748304808925,1,0,0,1,1,0,0,0
125,0,1,1.9729465890724,0,1,2.0316232164746784,1,0.059159876663617626,0,1,0,1,0,1,0,0
126,1,3,-1.3275895522528887,1,0,-0.6255512205060441,0,0.059159876663617626,0,1,0,0,0,0,0,0
127,0,3,-0.30599503231887076,0,0,-0.7961266098800885,0,-0.5609748304808925,1,1,1,0,0,1,0,0
128,1,3,-0.38457922615994905,0,0,-0.8258430830468071,0,-0.5609748304808925,1,1,0,1,0,1,0,0
129,1,3,-0.5810397107626448,1,1,-0.08248670364734986,1,0.6792945838081278,0,0,0,0,1,0,0,0
130,0,3,1.2656888445026953,0,0,-0.8339866570676719,0,-0.5609748304808925,1,1,0,1,0,1,0,0
131,0,3,0.3226785184097557,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,0,0,1,0,0
132,0,3,-0.6989160015242623,0,0,-0.8303227815333896,0,-0.5609748304808925,1,1,0,1,0,1,0,0
133,0,3,1.422857232184852,1,0,-0.466377811794686,0,0.059159876663617626,0,0,0,1,0,0,1,0
134,1,2,0.008341743045442463,1,0,0.0954164367952591,0,0.059159876663617626,0,0,0,1,0,0,1,0
135,0,2,-0.30599503231887076,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
136,0,2,-0.4631634200010274,0,0,-0.4397145682398693,0,-0.5609748304808925,1,1,0,0,0,1,0,0
137,1,1,-0.7775001953653405,0,2,0.10925611598008794,1,0.6792945838081278,0,0,0,1,1,0,0,0
138,0,1,0.637015293774069,1,0,1.4192967965159125,1,0.059159876663617626,0,1,0,1,0,1,0,0
139,0,3,-1.0132527768885755,0,0,-0.7244758599316649,0,-0.5609748304808925,1,1,0,1,0,1,0,0
140,0,1,-0.38457922615994905,0,0,2.0316232164746784,1,-0.5609748304808925,1,1,0,0,0,1,0,0
141,0,3,-0.5810397107626448,0,2,-0.42994423348178334,0,0.6792945838081278,0,0,0,0,0,0,1,0
142,1,3,-0.5417476138421057,0,0,-0.7961266098800885,0,-0.5609748304808925,1,0,0,1,1,0,0,0
143,1,3,-0.38457922615994905,1,0,-0.4004280521776055,0,0.059159876663617626,0,0,0,1,0,0,1,0
144,0,3,-0.7775001953653405,0,0,-0.8449782836705185,0,-0.5609748304808925,1,1,1,0,0,1,0,0
145,0,2,-0.8560843892064189,0,0,-0.612932833165976,0,-0.5609748304808925,1,1,0,1,0,1,0,0
146,0,2,-0.7775001953653405,1,1,0.6205719300423816,0,0.6792945838081278,0,1,0,1,0,1,0,0
147,1,3,-0.14882664463671416,0,0,-0.7938892032204868,0,-0.5609748304808925,1,1,0,1,0,1,0,0
148,0,3,-1.5633421337761237,2,2,0.5045492047901105,0,1.9195639980971482,0,0,0,1,1,0,0,0
149,0,2,0.5977231968535297,0,2,0.0954164367952591,1,0.6792945838081278,0,1,0,1,0,1,0,0
150,0,2,1.0299362629794604,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,0,0,1
151,0,2,1.7371940075491652,0,0,-0.5628598675307852,0,-0.5609748304808925,1,1,0,1,0,0,0,1
152,1,1,-0.5417476138421057,1,0,2.0316232164746784,1,0.059159876663617626,0,0,0,1,0,0,1,0
153,0,3,2.0908228798340174,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
154,0,3,0.912059972217843,0,2,-0.466377811794686,0,0.6792945838081278,0,1,0,1,0,1,0,0
155,0,3,-0.30599503231887076,0,0,-0.8174992171634017,0,-0.5609748304808925,1,1,0,1,0,1,0,0
156,0,1,1.7371940075491652,0,1,1.8237495741616405,0,0.059159876663617626,0,1,0,0,0,1,0,0
157,1,3,-1.0132527768885755,0,0,-0.7969424328323887,0,-0.5609748304808925,1,0,1,0,1,0,0,0
158,0,3,0.08692593688652077,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
159,0,3,-0.30599503231887076,0,0,-0.7515494575463212,0,-0.5609748304808925,1,1,0,1,0,1,0,0
160,0,3,-0.30599503231887076,8,2,2.0316232164746784,0,5.64037224096421,0,1,0,1,0,0,0,0
161,0,3,1.187104650661617,0,1,-0.3882151337299979,0,0.059159876663617626,0,1,0,1,0,1,0,0
162,1,2,0.8727678752973038,0,0,-0.4053132195566485,0,-0.5609748304808925,1,0,0,1,0,0,1,0
163,0,3,-0.22741083847779245,0,0,-0.7949053180353277,0,-0.5609748304808925,1,1,0,1,0,1,0,0
164,0,3,-0.9346685830474972,0,0,-0.7515494575463212,0,-0.5609748304808925,1,1,0,1,0,1,0,0
165,0,3,-2.1920156845047503,4,1,0.7640737218017698,0,2.5396987052416584,0,1,0,1,0,0,0,0
166,1,3,-1.5633421337761237,0,2,-0.17204647720734526,0,0.6792945838081278,0,1,0,1,0,0,0,0
167,1,1,0.4798469060919123,0,1,1.5121149767177293,1,0.059159876663617626,0,0,0,1,0,0,1,0
168,0,3,1.2656888445026953,1,4,0.18823461699707605,0,2.5396987052416584,0,0,0,1,0,0,1,0
169,0,1,0.8727678752973038,0,0,0.09175256126097689,0,-0.5609748304808925,1,1,0,1,0,1,0,0
170,0,3,-0.07024245079563585,0,0,1.5851873103734548,0,-0.5609748304808925,1,1,0,1,0,1,0,0
171,0,1,2.267637315976444,0,0,0.4618039902234842,1,-0.5609748304808925,1,1,0,1,0,1,0,0
172,0,3,-1.9562631029815152,4,1,0.24807791739035287,0,2.5396987052416584,0,1,1,0,0,0,0,0
173,1,3,-2.1920156845047503,1,1,-0.6308467419449267,0,0.6792945838081278,0,0,0,1,1,0,0,0
174,0,3,-0.620331807683184,0,0,-0.7875775669667633,0,-0.5609748304808925,1,1,0,1,0,1,0,0
175,0,1,2.1301149767545566,0,0,0.32481412658036024,1,-0.5609748304808925,1,1,0,0,0,1,0,0
176,0,3,-0.8560843892064189,1,1,-0.7910362654711258,0,0.6792945838081278,0,1,0,1,0,1,0,0
177,0,3,-0.30599503231887076,3,1,0.06936383916282275,0,1.9195639980971482,0,1,0,1,0,0,0,0
178,0,1,1.658609813708087,0,0,0.22792660195180042,1,-0.5609748304808925,1,0,0,0,1,0,0,0
179,0,2,0.08692593688652077,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
180,0,3,0.5584310999329906,0,0,-1.1747270817559212,0,-0.5609748304808925,1,1,0,1,0,1,0,0
181,0,3,-0.5810397107626448,8,2,2.0316232164746784,0,5.64037224096421,0,0,0,1,1,0,0,0
182,0,2,0.08692593688652077,0,0,-0.4395093912099495,0,-0.5609748304808925,1,1,0,0,0,1,0,0
183,0,3,-1.5633421337761237,4,2,0.35860482934120075,0,3.1598334123861687,0,1,0,1,0,0,0,0
184,1,2,-2.1920156845047503,2,1,0.7304881960708492,1,1.299429290952638,0,1,0,1,0,0,0,0
185,1,3,-1.9562631029815152,0,2,-0.09876896652170025,0,0.6792945838081278,0,0,0,1,1,0,0,0
186,0,1,0.8727678752973038,0,0,1.2678566077655793,1,-0.5609748304808925,1,1,0,1,0,1,0,0
187,1,3,-0.5810397107626448,1,0,-0.417526138004256,0,0.059159876663617626,0,0,1,0,0,0,1,0
188,1,1,1.2656888445026953,0,0,0.12228485737999564,0,-0.5609748304808925,1,1,0,1,0,1,0,0
189,0,3,0.8727678752973038,1,1,-0.417526138004256,0,0.6792945838081278,0,1,1,0,0,1,0,0
190,0,3,0.5584310999329906,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,1,0,1,0,0
191,1,2,0.24409432456867738,0,0,-0.539655322480331,0,-0.5609748304808925,1,0,0,1,0,0,1,0
192,0,2,-0.7775001953653405,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
193,1,3,-0.7775001953653405,1,0,-0.7910362654711258,0,0.059159876663617626,0,0,0,1,1,0,0,0
194,1,2,-2.0348472968225937,1,1,0.0954164367952591,1,0.6792945838081278,0,1,0,1,0,0,0,0
195,1,1,1.187104650661617,0,0,0.1794803970538311,1,-0.5609748304808925,1,0,0,0,0,0,1,0
196,1,1,2.267637315976444,0,0,2.0316232164746784,1,-0.5609748304808925,1,0,0,0,1,0,0,0
197,0,3,-0.30599503231887076,0,0,-0.7961266098800885,0,-0.5609748304808925,1,1,1,0,0,1,0,0
198,0,3,1.0299362629794604,0,1,-0.7641678448863892,0,0.059159876663617626,0,1,0,1,0,1,0,0
199,1,3,-0.5810397107626448,0,0,-0.7961266098800885,0,-0.5609748304808925,1,0,1,0,1,0,0,0
200,0,2,-0.38457922615994905,0,0,-0.539655322480331,0,-0.5609748304808925,1,0,0,1,1,0,0,0
201,0,3,-0.07024245079563585,0,0,-0.710636180746836,0,-0.5609748304808925,1,1,0,1,0,1,0,0
202,0,3,-0.30599503231887076,8,2,2.0316232164746784,0,5.64037224096421,0,1,0,1,0,1,0,0
203,0,3,0.401262712250834,0,0,-0.8573963791480459,0,-0.5609748304808925,1,1,0,1,0,1,0,0
204,0,3,1.3049809414232345,0,0,-0.8217737386200644,0,-0.5609748304808925,1,1,0,0,0,1,0,0
205,1,3,-0.8560843892064189,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
206,0,3,-2.1134314906636718,0,1,-0.6636164447235471,1,0.059159876663617626,0,0,0,1,1,0,0,0
207,0,3,0.24409432456867738,1,0,-0.4004280521776055,0,0.059159876663617626,0,1,0,1,0,1,0,0
208,1,3,-0.22741083847779245,0,0,-0.25692626041821726,0,-0.5609748304808925,1,1,0,0,0,1,0,0
209,1,3,-1.0132527768885755,0,0,-0.7961266098800885,0,-0.5609748304808925,1,0,1,0,1,0,0,0
210,1,1,0.8727678752973038,0,0,0.33967480574740916,1,-0.5609748304808925,1,1,0,0,0,1,0,0
211,0,3,-0.38457922615994905,0,0,-0.8303227815333896,0,-0.5609748304808925,1,1,0,1,0,1,0,0
212,1,2,0.4798469060919123,0,0,-0.14884193215689093,0,-0.5609748304808925,1,0,0,1,1,0,0,0
213,0,3,-0.5417476138421057,0,0,-0.8205524467753036,0,-0.5609748304808925,1,1,0,1,0,1,0,0
214,0,2,0.08692593688652077,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
215,0,3,-0.30599503231887076,1,0,-0.7961266098800885,0,0.059159876663617626,0,1,1,0,0,1,0,0
216,1,1,0.16551013072759907,1,0,2.0316232164746784,1,0.059159876663617626,0,0,0,0,1,0,0,0
217,1,3,-0.14882664463671416,0,0,-0.7875775669667633,0,-0.5609748304808925,1,0,0,1,1,0,0,0
218,0,2,1.0299362629794604,1,0,0.1442681105856891,0,0.059159876663617626,0,1,0,1,0,1,0,0
219,1,1,0.24409432456867738,0,0,2.0316232164746784,1,-0.5609748304808925,1,0,0,0,1,0,0,0
220,0,2,0.08692593688652077,0,0,-0.661784506956406,0,-0.5609748304808925,1,1,0,1,0,1,0,0
221,1,3,-1.0132527768885755,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
222,0,2,-0.14882664463671416,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
223,0,3,1.7371940075491652,0,0,-0.7814711077429595,0,-0.5609748304808925,1,1,0,1,0,1,0,0
224,0,3,-0.30599503231887076,0,0,-0.7890040358414437,0,-0.5609748304808925,1,1,0,1,0,1,0,0
225,1,1,0.7155994876151472,1,0,2.0316232164746784,1,0.059159876663617626,0,1,0,1,0,1,0,0
226,0,3,-0.5417476138421057,0,0,-0.7179639318154005,0,-0.5609748304808925,1,1,0,1,0,1,0,0
227,1,2,-0.7775001953653405,0,0,-0.661784506956406,0,-0.5609748304808925,1,1,0,1,0,1,0,0
228,0,3,-0.6596239046037231,0,0,-0.8205524467753036,0,-0.5609748304808925,1,1,0,1,0,1,0,0
229,0,2,-0.8560843892064189,0,0,-0.539655322480331,0,-0.5609748304808925,1,1,0,1,0,1,0,0
230,0,3,-0.5810397107626448,3,1,0.06936383916282275,0,1.9195639980971482,0,0,0,1,1,0,0,0
231,1,1,0.4798469060919123,1,0,2.0316232164746784,1,0.059159876663617626,0,0,0,1,0,0,1,0
232,0,3,0.008341743045442463,0,0,-0.7949053180353277,0,-0.5609748304808925,1,1,0,1,0,1,0,0
233,0,2,2.267637315976444,0,0,-0.515229485585116,0,-0.5609748304808925,1,1,0,1,0,1,0,0
234,1,3,-1.877678909140437,4,2,0.35860482934120075,0,3.1598334123861687,0,0,0,1,1,0,0,0
235,0,2,-0.38457922615994905,0,0,-0.661784506956406,0,-0.5609748304808925,1,1,0,1,0,1,0,0
236,0,3,-0.5810397107626448,0,0,-0.8058969446381745,0,-0.5609748304808925,1,0,0,1,1,0,0,0
237,0,2,1.187104650661617,1,0,0.0954164367952591,0,0.059159876663617626,0,1,0,1,0,1,0,0
238,1,2,-1.641926327617202,0,2,0.1076293552428666,0,0.6792945838081278,0,0,0,1,1,0,0,0
239,0,2,-0.7775001953653405,0,0,-0.661784506956406,0,-0.5609748304808925,1,1,0,1,0,1,0,0
240,0,2,0.3226785184097557,0,0,-0.5750727859783927,0,-0.5609748304808925,1,1,0,1,0,1,0,0
241,0,3,-0.5810397107626448,1,0,-0.46861521845428766,0,0.059159876663617626,0,0,0,0,1,0,0,0
242,1,3,-0.5810397107626448,1,0,-0.417526138004256,0,0.059159876663617626,0,0,1,0,1,0,0,0
243,0,2,0.008341743045442463,0,0,-0.661784506956406,0,-0.5609748304808925,1,1,0,1,0,1,0,0
244,0,3,-0.5417476138421057,0,0,-0.8266589059991073,0,-0.5609748304808925,1,1,0,1,0,1,0,0
